state,county,tract,white,black,api,native,multiple,hispanic
01,001,020100,0.0004994713943996584,0.00017432448271141444,0.00025477991279807086,0.0005016316281490267,0.0003638179415211664,0.0002369387674442039
01,001,020200,0.00026353278130466633,0.0009760908652239441,9.10709912613704e-05,0.0001931009781091167,0.000397233240902128,0.0004042198366341981
01,001,020300,0.0007930200783867876,0.0005205664909460581,0.0004009895979707357,0.0003478222381370521,0.0010434586844382445,0.0004692194196900701
01,001,020400,0.0012568870732927173,0.00015339243567275148,0.00038205718252805185,0.00042433237589475426,0.0007770182412231563,0.00045758765476132054
01,001,020500,0.0026339985484228356,0.0011398077454421965,0.005481007120092632,0.001698834050095792,0.0032762975980359255,0.0019127954197971468
01,001,020600,0.0008336147635898868,0.0005928770895488785,0.00010919381875206237,0.00038587906189905624,0.0010584029962314525,0.0009477761403532831
01,001,020700,0.000715790552555369,0.0003487077829772341,0.0002548228945156967,0.0002701549060466264,0.0006946786981956044,0.0005278162830673385
01,001,020801,0.000829418738943254,0.00022321139677947968,0.00029102483355681366,0.0009641719339548627,0.0007437840538060438,0.000306782951945292
01,001,020802,0.002698667252440679,0.001108771083458212,0.0012194839955918578,0.0018138591920067609,0.0020839923959328783,0.0008563370335827059
01,001,020900,0.0014939079009315818,0.0005441506613225746,0.0003459573734503184,0.0005405071407588796,0.001274042741633889,0.000517233354046265
01,001,021000,0.0006887178147065371,0.0004827208777272163,5.4586011563599825e-05,0.0006944436693626522,0.0003968219001646619,0.00020997665581168052
01,001,021100,0.0004475418114497569,0.0014465596003042167,1.820548798775022e-05,0.000540424177246363,0.0004797606286019212,0.00021009379741732196
01,003,010100,0.0008908456154740138,0.0006599991660170227,0.00010913431258380512,0.0024682801509244485,0.0006446128466319046,8.611451282674863e-05
01,003,010200,0.0007650401824487786,0.00021781590489767575,0.00020028640929333174,0.0027796857574913726,0.0007941898189962076,0.0002478351643056172
01,003,010300,0.0018846427528309436,0.0011477399544522289,0.0006372675945002454,0.0026638348183570925,0.001985451666246374,0.0006896203357881408
01,003,010400,0.001342348748552898,0.00020072967336284145,0.00020007957307030937,0.001311273830178613,0.0010743547443865077,0.0003821331506686971
01,003,010500,0.0012123942401196838,0.0005319737386577966,0.0011104539076781852,0.002315934978057811,0.001108331781721559,0.0004093837439735167
01,003,010600,0.00040197564197022513,0.0014851325067722577,5.461638981637645e-05,0.0011580502362231997,0.0010091502970429897,0.0004956052082564396
01,003,010701,0.0022763261069552627,0.00017764764547265475,0.002039499965894153,0.0011969383540013827,0.0009432022278870535,0.0008621284200911868
01,003,010703,0.003544105469121453,0.0008595145209062196,0.0037304549457889712,0.0018134692922999003,0.002215832964710871,0.0018469211629063452
01,003,010704,0.0013798824092153765,0.0002628141104962411,0.0010560085083117416,0.0008493105415458382,0.0011085071762669523,0.000835059500618434
01,003,010705,0.0020899017021921967,0.0008249520699994486,0.002974780061992326,0.0018961284196399287,0.0017744971976602116,0.0015120689260087453
01,003,010800,0.001553812474248282,0.0013101329995959241,0.0012373963627050528,0.0004244211496943766,0.0009590741784606447,0.0005869116359556322
01,003,010903,0.0012327556966094813,0.0007590515185554269,0.0003093334348076633,0.0013889443749916174,0.001025165339964642,0.0008560938287341659
01,003,010904,0.0019547209455191136,0.00011001596404207045,0.0004911763001136736,0.0037801072754935026,0.0018679978206643786,0.001006610706295279
01,003,010905,0.002088673930961244,0.0003292545955352341,0.0006747591135294292,0.0016627229852033186,0.0016903299603527224,0.003874518854727496
01,003,010906,0.001188076610876953,0.00015147503485131444,0.0003285445100587773,0.0008901310599192214,0.0006634466161022142,0.0011936040470122808
01,003,011000,0.0011056635695573646,0.00022432653054676094,0.00016392962423302573,0.0016993076805602244,0.0011586099569856746,0.0019187183604444883
01,003,011101,0.0023369940804549324,0.0003533262977904026,0.0011642379669930313,0.0006942864652821381,0.0008926471573938058,0.001754792152423525
01,003,011102,0.0010383000832731373,0.0001252890322796724,0.00032749106774811827,0.00061723614002929,0.0006778523302029227,0.0008290752955633661
01,003,011201,0.0012360210079590448,8.751813758619887e-05,0.0005274825108217247,3.856687735819451e-05,0.0005289131049287422,0.00051130491990882
01,003,011202,0.0011717878274243416,0.0009169331479214597,0.00040015914614061873,0.00034710189622375054,0.0005784987085158119,0.0005328335481155071
01,003,011300,0.0012875528189071213,0.0001464243113723726,0.0001458042847862084,0.0004250865804829212,0.0007618376191563319,0.0005932247808056163
01,003,011401,0.0026893270716726223,0.0007671246959070444,0.0008570564330644375,0.0027838669013159952,0.002568428863755928,0.004181764419739602
01,003,011403,0.0024187992451064192,0.00015387812334417586,0.001149800679539441,0.0017027037712905742,0.0018408960795526304,0.005184412440162114
01,003,011405,0.0011487016480840842,4.015641116909036e-06,0.0005094263641155315,0.0008872696610180243,0.0007109124562993409,0.0002637945174775158
01,003,011406,0.0009489493046008594,1.7695273761069433e-05,0.0008746098016681029,0.0008885980353567123,0.0013246079957843209,0.0010513662064800013
01,003,011407,0.0014068708696980416,4.351119964445426e-05,0.0006571254628926094,0.0010062909179586754,0.0018743406374183487,0.0003078697013062151
