name,white,black,api,native,multiple,hispanic
CATHERINE,0.03334110530265771,0.009979767514065502,0.0034122814407078774,0.014124692787931862,0.00883604094873834,0.00347591027071325
CATHI,0.03572771678381666,0.0,0.0,0.0,0.0,0.0
CATHIE,0.03419142496211254,0.013775491055739988,0.0014262270084208705,0.0,0.0,0.0
CATHLEEN,0.0349595708729646,0.0,0.0005198397507328407,0.0,0.025245831282109544,0.00347591027071325
CATHRYN,0.03472019517051303,0.004819289440552999,0.0,0.0,0.14263894674391892,0.0012477626612816795
CATHY,0.03278375292083016,0.01309311378982098,0.0038788042939296575,0.0047082309293106205,0.020196665025687635,0.00456770259933472
CATRINA,0.026109815425613213,0.08201321764764086,0.005131751385439582,0.0,0.0,0.008578368296311548
CECELIA,0.029346746566227003,0.04380009075617637,0.0029724170362416275,0.0,0.0,0.01194287118655322
CECIL,0.028274915062712503,0.0745497163016517,0.0020393713297980672,0.0,0.03913103848726979,0.0034090658424303032
CECILE,0.028728657065866976,0.030792274124595266,0.015115340444385676,0.0,0.0,0.0022949920377145177
CECILIA,0.017152876827910377,0.009681227460225936,0.016088373823962533,0.013183046602069736,0.01767208189747668,0.08324359468836348
CECILIO,0.006123730656746175,0.0,0.007610987119703898,0.0,0.0,0.17187930659155137
CECILY,0.032062053041797066,0.010918036254704139,0.010250173546501398,0.0,0.0,0.0
CEDRIC,0.009742948366946802,0.2649329734930551,0.012116264959388516,0.0,0.19060602617992706,0.0
CELESTE,0.029818352427773382,0.025333255997243197,0.0058515295018389,0.024482800832415223,0.0,0.013235196800023531
CELESTINO,0.005955810387862236,0.01420197684693937,0.026658448755530292,0.0,0.0,0.13368885656589424
CELIA,0.018321173166741183,0.012069547890942466,0.0064246861500828,0.0,0.03534416379495336,0.09088614098871377
CELINA,0.012861978042173997,0.011387170625023457,0.005331689751106059,0.0,0.0,0.12773970244871197
CELINE,0.02916453521062954,0.017400620280934722,0.01087664709225636,0.0,0.0,0.013636263369721213
