zcta5,white,black,api,native,multiple,hispanic
15675,0.9681,0.012,0.002,0.001,0.01,0.006999999999999999
15676,0.9886,0.0023,0.0069,0.0,0.0023,0.0
15677,0.9769,0.0,0.0,0.0,0.0077,0.0154
15678,0.979,0.0021,0.0021,0.0,0.0042,0.0126
15679,0.9728,0.0069,0.0012,0.0018,0.0111,0.0063
15680,0.9901,0.0,0.0,0.0,0.0,0.0099
15681,0.9771,0.0059,0.005,0.001,0.0061,0.005
15683,0.9751,0.0076,0.0016,0.0005,0.0081,0.006999999999999999
15684,0.9251,0.0333,0.0024,0.0048,0.0166,0.0178
15686,0.9794,0.0051,0.0,0.001,0.0051,0.0093
15687,0.9858,0.0007,0.0034,0.0007,0.0,0.0095
15688,0.9875,0.0031,0.0016,0.0,0.0016,0.0062
15689,1.0,0.0,0.0,0.0,0.0,0.0
15690,0.9331,0.0368,0.0024,0.0008,0.0198,0.0071
15691,0.9571,0.0,0.0,0.0286,0.0143,0.0
15692,0.9692,0.0011,0.0021,0.0032,0.0159,0.0085
15693,0.963,0.0106,0.0,0.0,0.0265,0.0
15695,0.9733,0.0089,0.0,0.003,0.003,0.0119
15696,0.9818,0.0,0.0026,0.0,0.0104,0.0052
15697,0.97,0.0082,0.002,0.0023,0.0118,0.0056
15698,0.9924,0.0,0.0,0.0,0.0025,0.0051
15701,0.8909,0.0599,0.0194,0.0014,0.0111,0.0174
15710,0.9887,0.0038,0.0,0.0,0.0038,0.0038
15711,0.9854,0.0,0.0024,0.0,0.0073,0.0049
15712,0.9934,0.0,0.0,0.0,0.0,0.0066
15713,0.9898,0.0,0.0034,0.0,0.0068,0.0
15714,0.9853,0.0039,0.0028,0.0015,0.0039,0.0024
15715,0.9839,0.0,0.0,0.0064,0.0064,0.0032
15716,0.9663,0.0044,0.0015,0.0044,0.0088,0.0146
15717,0.95,0.0244,0.0041,0.0016,0.0088,0.0113
15721,0.9957,0.0,0.0,0.0,0.0,0.0043
15722,0.9897,0.0025,0.0,0.0004,0.0033,0.0041
15723,0.9783,0.0,0.0217,0.0,0.0,0.0
15724,0.9822,0.0021,0.0017,0.0017,0.0075,0.005
15725,0.9896,0.0,0.0,0.0007,0.0076,0.0021
15727,0.9583,0.0119,0.0,0.0,0.0298,0.0
15728,0.9846,0.0032,0.0011,0.0005,0.0054,0.0051
15729,0.9798,0.0033,0.0026,0.0007,0.0098,0.0039
15730,0.971,0.0,0.029,0.0,0.0,0.0
15731,0.9841,0.0032,0.0063,0.0,0.0032,0.0032
15732,0.9898,0.0024,0.0012,0.0,0.0042,0.0024
15733,1.0,0.0,0.0,0.0,0.0,0.0
15734,1.0,0.0,0.0,0.0,0.0,0.0
15736,0.9674,0.0016,0.0,0.0,0.0212,0.0098
15737,1.0,0.0,0.0,0.0,0.0,0.0
15738,0.9811,0.0,0.0,0.0,0.0,0.0189
15739,0.9653,0.0087,0.0,0.0,0.0043,0.0217
15741,1.0,0.0,0.0,0.0,0.0,0.0
15742,0.9811,0.0021,0.0053,0.0011,0.0011,0.0095
15744,0.981,0.0095,0.0,0.0,0.0095,0.0
15745,0.9792,0.0,0.0,0.0,0.0208,0.0
15746,0.9926,0.0,0.0,0.0,0.0,0.0074
15747,0.9975,0.0005,0.0,0.0005,0.0005,0.001
15748,0.9809,0.0037,0.0018,0.0018,0.0064,0.0054
15750,0.8939,0.0367,0.0,0.0,0.0041,0.0653
15752,0.963,0.037000000000000005,0.0,0.0,0.0,0.0
15753,0.9922,0.0019,0.0,0.0,0.0,0.0058
15754,0.9562,0.008,0.0,0.002,0.0279,0.006
15756,0.9952,0.0,0.0,0.0,0.0,0.0048
15757,0.9907,0.0,0.0,0.0019,0.0062,0.0012
15759,0.986,0.0037,0.001,0.0007,0.0037,0.005
15760,1.0,0.0,0.0,0.0,0.0,0.0
15761,0.991,0.0,0.0,0.0,0.0,0.009000000000000001
15762,0.9939,0.0012,0.0024,0.0,0.0012,0.0012
15764,1.0,0.0,0.0,0.0,0.0,0.0
15765,0.9871,0.0,0.0029,0.0,0.0023,0.0076
15767,0.975,0.0065,0.002,0.0015,0.0084,0.0066
15770,1.0,0.0,0.0,0.0,0.0,0.0
15771,0.9899,0.001,0.001,0.001,0.0071,0.0
15772,0.9883,0.0006,0.0,0.0035,0.0035,0.0041
15773,0.9961,0.0,0.0,0.0,0.0,0.0039
15774,0.9868,0.001,0.0036,0.0,0.0076,0.001
15775,0.9854,0.0,0.0,0.0,0.0053,0.0093
15776,0.9808,0.0,0.0192,0.0,0.0,0.0
15777,0.9647,0.0,0.0,0.0,0.0353,0.0
15778,0.9786,0.0143,0.0,0.0,0.0,0.0071
15779,0.8592,0.1068,0.0049,0.0024,0.0049,0.0218
15780,0.9932,0.0,0.0,0.0,0.0,0.0068
15781,1.0,0.0,0.0,0.0,0.0,0.0
15783,1.0,0.0,0.0,0.0,0.0,0.0
15784,0.9701,0.0,0.0,0.0,0.0149,0.0149
15801,0.9676,0.0041,0.0093,0.0004,0.009000000000000001,0.0097
15821,0.9877,0.0,0.0,0.0,0.0123,0.0
15823,0.9846,0.0,0.0014,0.0007,0.0049,0.0084
15824,0.9841,0.0009,0.0024,0.0009,0.0083,0.0033
15825,0.9792,0.0024,0.0023,0.0018,0.0069,0.0074
15827,0.9481,0.0,0.0087,0.0,0.0433,0.0
15828,0.9685,0.0,0.0035,0.0,0.0105,0.0175
15829,0.9851,0.0,0.0,0.0024,0.0055,0.0071
15832,0.9665,0.003,0.0,0.0,0.0274,0.003
15834,0.9806,0.0024,0.0031,0.0026,0.0073,0.004
15840,0.9759,0.002,0.003,0.0025,0.0095,0.006999999999999999
15841,0.9794,0.0,0.0,0.0,0.0077,0.0129
15845,0.9768,0.0009,0.0022,0.0016,0.0063,0.0122
15846,0.9887,0.0006,0.0014,0.0011,0.0039,0.0044
15847,0.9804,0.0039,0.0039,0.0,0.0078,0.0039
15848,0.9737,0.0088,0.0039,0.0,0.0068,0.0068
15849,0.9814,0.0007,0.0007,0.0007,0.005,0.0114
15851,0.9802,0.0016,0.0016,0.0013,0.0069,0.0082
15853,0.9778,0.0044,0.0041,0.0012,0.0065,0.0059
15856,0.9921,0.0022,0.0,0.0011,0.0034,0.0011
15857,0.983,0.0031,0.0042,0.0006,0.0051,0.0039
15860,0.985,0.0009,0.0009,0.0038,0.0056,0.0038
15861,0.9828,0.0,0.0,0.0057,0.0115,0.0
15863,0.9822,0.0,0.0,0.0044,0.0133,0.0
15864,0.9902,0.0005,0.0011,0.0022,0.0049,0.0011
15865,0.9838,0.0023,0.0015,0.0008,0.0062,0.0054
15866,0.9847,0.0,0.0,0.0,0.0,0.0153
15868,0.9792,0.0007,0.0007,0.003,0.0037,0.0126
15870,0.9796,0.0068,0.0008,0.0015,0.0068,0.0045
15901,0.7165,0.212,0.0026,0.0033,0.0339,0.0315
15902,0.8258,0.1099,0.0018,0.001,0.0349,0.0265
15904,0.9558,0.01,0.0174,0.0005,0.0066,0.0098
15905,0.9534,0.0116,0.0106,0.0004,0.0105,0.0135
15906,0.8809999999999999,0.0736,0.0013,0.0007,0.0222,0.0213
15909,0.9693,0.015,0.0014,0.0007,0.0062,0.0073
15920,0.9815,0.0022,0.0011,0.0,0.0098,0.0054
15921,0.9716,0.0,0.0,0.0,0.0284,0.0
15922,1.0,0.0,0.0,0.0,0.0,0.0
15923,0.9723,0.009000000000000001,0.0011,0.0011,0.0045,0.0119
15924,0.9981,0.001,0.0,0.0,0.0,0.001
15925,0.9728,0.0,0.0,0.0,0.0272,0.0
15926,0.9869,0.0011,0.0019,0.0004,0.006,0.0037
15927,0.9821,0.0009,0.0051,0.0026,0.006,0.0034
15928,0.9919,0.0015,0.002,0.0,0.0015,0.003
15929,1.0,0.0,0.0,0.0,0.0,0.0
15930,0.9834,0.0041,0.0041,0.0,0.0041,0.0041
15931,0.9563,0.0255,0.0048,0.0008,0.0036,0.0091
15934,0.9771,0.0,0.0092,0.0,0.0092,0.0046
15935,0.9844,0.0011,0.0019,0.0004,0.0038,0.0084
15936,0.9895,0.0012,0.0025,0.0,0.0049,0.0019
15937,0.9806,0.0,0.0026,0.0,0.0103,0.0065
15938,0.9861,0.0027,0.0012,0.0,0.0043,0.0058
15940,0.7848,0.1243,0.0073,0.0015,0.0148,0.0674
15942,0.9832,0.0024,0.0043,0.0029,0.0024,0.0048
15943,0.9805,0.0028,0.0005,0.0,0.0096,0.0066
15944,0.981,0.0017,0.0014,0.0006,0.0072,0.0081
15945,0.9646,0.0152,0.0101,0.0,0.0,0.0101
15946,0.9841,0.003,0.0013,0.0006,0.0073,0.0038
15948,0.9655,0.0091,0.0073,0.0,0.0145,0.0036
15949,0.9762,0.0,0.0015,0.0015,0.006,0.0149
15951,0.9912,0.0,0.0,0.0,0.0044,0.0044
15952,0.9816,0.0007,0.005,0.0,0.0099,0.0028
15953,0.9398,0.0,0.0,0.0,0.0,0.0602
15954,0.9801,0.0021,0.0021,0.0012,0.0062,0.0083
15955,0.9929,0.0004,0.0008,0.0,0.0024,0.0035
15956,0.9821,0.0055,0.0007,0.0,0.0058,0.0058
15957,0.9762,0.0,0.004,0.0026,0.0119,0.0053
15958,0.9922,0.0,0.0,0.0004,0.0013,0.0061
15960,0.9835,0.0,0.0047,0.0,0.0024,0.0094
15961,0.9859,0.0,0.0035,0.0035,0.006999999999999999,0.0
15962,1.0,0.0,0.0,0.0,0.0,0.0
15963,0.9818,0.002,0.0023,0.0015,0.0046,0.0078
16001,0.9553,0.0121,0.006,0.0011,0.0117,0.0137
16002,0.9657,0.0163,0.0032,0.0008,0.0058,0.0083
16020,0.9887,0.0017,0.0017,0.0009,0.0044,0.0026
16022,0.9592,0.0054,0.0027,0.0109,0.0027,0.019
16023,0.9863,0.0029,0.0034,0.0007,0.0024,0.0043
16024,0.9569,0.0,0.0048,0.0,0.0287,0.0096
16025,0.9887,0.0022,0.0013,0.0004,0.0041,0.0034
16027,0.9771,0.0,0.0098,0.0033,0.0098,0.0
16028,0.9894,0.0011,0.0,0.0005,0.0048,0.0042
16029,0.9674,0.0043,0.0028,0.0,0.017,0.0085
16030,0.9937,0.0032,0.0,0.0,0.0032,0.0
16033,0.9796,0.0034,0.0052,0.0,0.0062,0.0057
16034,0.9917,0.0034,0.001,0.0,0.0015,0.0024
16035,0.9918,0.0,0.0,0.0,0.0082,0.0
16036,0.98,0.0,0.005,0.0,0.0,0.015
16037,0.9793,0.0013,0.0041,0.0,0.0072,0.0081
16038,0.9781,0.0065,0.0014,0.0014,0.0057,0.0068
16040,0.9897,0.0,0.0051,0.0,0.0051,0.0
16041,0.9894,0.0016,0.0,0.0,0.0085,0.0005
16045,0.9312,0.0227,0.0008,0.0017,0.026,0.0176
16046,0.9318,0.013,0.029,0.0002,0.0096,0.0164
16048,0.9855,0.0,0.0145,0.0,0.0,0.0
16049,0.9855,0.0034,0.0006,0.0012,0.0043,0.0049
16050,0.9851,0.0032,0.0039,0.0006,0.0032,0.0039
16051,0.9813,0.0016,0.002,0.0013,0.0082,0.0056
16052,0.9742,0.0029,0.0082,0.0012,0.0061,0.0074
16053,0.9816,0.0005,0.0062,0.0015,0.0052,0.005
16054,0.996,0.0,0.004,0.0,0.0,0.0
16055,0.9801,0.0032,0.0039,0.0007,0.0054,0.0067
16056,0.9822,0.001,0.001,0.0015,0.005,0.0092
16057,0.9386,0.0274,0.0108,0.0014,0.0122,0.0097
16059,0.9782,0.0023,0.0054,0.0009,0.0045,0.0087
16061,0.9746,0.004,0.0051,0.0036,0.0058,0.0069
16063,0.9707,0.0069,0.0047,0.0008,0.0073,0.0096
16066,0.934,0.012,0.0279,0.0007,0.0096,0.0159
16101,0.8789,0.0822,0.0029,0.0006,0.0239,0.0117
16102,0.9489,0.0294,0.0023,0.0007,0.0113,0.0075
16105,0.948,0.0182,0.0097,0.0005,0.0118,0.0117
16110,0.9745,0.0255,0.0,0.0,0.0,0.0
16111,0.9879,0.0021,0.0021,0.0,0.005,0.0028
16112,0.9777,0.0006,0.0064,0.0006,0.0089,0.0057
16113,0.9843,0.0,0.0,0.0,0.009000000000000001,0.0067
16114,0.9802,0.0017,0.0083,0.0033,0.005,0.0017
16115,0.9869,0.0009,0.0037,0.0012,0.003,0.0043
16116,0.9808,0.0023,0.0039,0.0007,0.0042,0.0081
16117,0.9672,0.0075,0.0036,0.0009,0.0097,0.0111
16120,0.9809,0.002,0.0045,0.0004,0.0073,0.0049
16121,0.4563,0.4784,0.0018,0.0024,0.0469,0.0142
16123,0.9808,0.0031,0.0027,0.0009,0.004,0.0085
16124,0.9798,0.0022,0.0009,0.0013,0.0081,0.0076
16125,0.9633,0.0095,0.0077,0.0009,0.0096,0.0091
16127,0.9396,0.0273,0.0102,0.0011,0.0097,0.0121
16130,0.9822,0.0069,0.0005,0.0005,0.0079,0.002
16131,0.9871,0.0021,0.0021,0.0,0.0032,0.0054
16132,0.9859,0.0,0.0,0.0056,0.0,0.0085
16133,0.9879,0.0019,0.0,0.0,0.0051,0.0051
16134,0.9861,0.0005,0.0031,0.0015,0.0046,0.0041
16136,0.9426,0.0325,0.0025,0.0,0.0062,0.0162
16137,0.9278,0.0456,0.0037,0.0013,0.0076,0.014
16140,1.0,0.0,0.0,0.0,0.0,0.0
16141,0.9667,0.0078,0.0017,0.0,0.0172,0.0067
16142,0.9762,0.0058,0.003,0.0004,0.0055,0.0091
16143,0.98,0.0038,0.0007,0.0007,0.0086,0.0062
16145,0.9802,0.0026,0.0033,0.0011,0.0084,0.0044
16146,0.7987,0.142,0.0055,0.0021,0.0337,0.018000000000000002
16148,0.9229,0.0421,0.0121,0.0009,0.0121,0.0099
16150,0.9585,0.0164,0.004,0.0005,0.0144,0.0061
16151,1.0,0.0,0.0,0.0,0.0,0.0
16153,0.9832,0.0023,0.0027,0.0008,0.0057,0.0053
16154,0.973,0.0056,0.0056,0.0008,0.0068,0.008
16155,1.0,0.0,0.0,0.0,0.0,0.0
16156,0.9837,0.003,0.0018,0.0,0.0042,0.0072
16157,0.9698,0.0086,0.0014,0.0012,0.0086,0.0104
16159,0.9704,0.0126,0.0028,0.0004,0.0079,0.006
16160,0.9803,0.0058,0.0,0.0,0.0081,0.0058
16161,0.7717,0.1739,0.0031,0.0016,0.0248,0.0248
16201,0.9798,0.0048,0.0031,0.0005,0.0065,0.0054
16210,0.9773,0.002,0.0,0.001,0.0089,0.0108
16211,0.9712,0.0,0.0,0.0,0.0288,0.0
16212,0.9971,0.0,0.0,0.0,0.0,0.0029
16213,0.9902,0.0,0.0,0.0,0.0,0.0098
16214,0.9261,0.0374,0.0127,0.0014,0.0134,0.0091
16217,0.9703,0.0,0.0,0.0,0.0,0.0297
16218,0.9732,0.0184,0.0025,0.0008,0.0033,0.0017
16222,0.9857,0.0024,0.0016,0.0004,0.0048,0.0052
16223,1.0,0.0,0.0,0.0,0.0,0.0
16224,0.9754,0.0034,0.0008,0.0,0.0034,0.0169
16226,0.9699,0.0143,0.0011,0.0014,0.0071,0.0062
16228,0.9596,0.0081,0.0189,0.0,0.0081,0.0054
16229,0.9732,0.004,0.0062,0.0012,0.0074,0.008
16230,0.998,0.0,0.0,0.0,0.002,0.0
16232,0.9846,0.0042,0.0023,0.0007,0.0065,0.0016
16233,0.9864,0.0008,0.0008,0.0008,0.0056,0.0056
16235,0.992,0.0008,0.0008,0.0,0.0056,0.0008
16236,0.9771,0.0,0.0,0.0,0.0115,0.0115
16238,0.9878,0.0049,0.0049,0.0,0.0,0.0024
16239,0.5728,0.3295,0.0019,0.0012,0.0031,0.0914
16240,0.9889,0.0039,0.0,0.0,0.0039,0.0033
16242,0.9859,0.0017,0.0023,0.0006,0.0062,0.0032
16244,0.9811,0.0075,0.0,0.0,0.0075,0.0038
16245,0.9807,0.0,0.0,0.0,0.0097,0.0097
16246,0.9802,0.004,0.004,0.0,0.0119,0.0
16248,0.9837,0.0058,0.001,0.0,0.0048,0.0048
16249,0.988,0.001,0.0005,0.0,0.0053,0.0053
16250,0.9778,0.0095,0.0,0.0,0.0127,0.0
16253,0.978,0.022,0.0,0.0,0.0,0.0
16254,0.9697,0.0055,0.0061,0.0017,0.0058,0.0112
16255,0.981,0.0031,0.0077,0.001,0.0041,0.0031
16256,0.9832,0.0005,0.0005,0.0,0.0077,0.0082
16258,0.9749,0.0048,0.0037,0.0037,0.0064,0.0064
16259,0.9788,0.0129,0.0005,0.0,0.0057,0.0021
16260,0.9899,0.0,0.0,0.0,0.0034,0.0068
16262,0.9884,0.0017,0.002,0.0,0.0043,0.0037
16263,0.9968,0.0,0.0,0.0,0.0,0.0032
16301,0.963,0.011,0.0033,0.0013,0.0111,0.0103
16311,0.9787,0.0,0.0,0.0018,0.0053,0.0142
16312,1.0,0.0,0.0,0.0,0.0,0.0
16313,0.9784,0.0027,0.0043,0.0011,0.0076,0.006
16314,0.9829,0.0022,0.0022,0.0005,0.0071,0.0051
16316,0.9801,0.0037,0.0031,0.0006,0.0059,0.0066
16317,0.9821,0.0021,0.0014,0.0007,0.0082,0.0055
16319,0.9764,0.0,0.0059,0.003,0.0096,0.0052
16321,0.9868,0.0,0.0,0.0132,0.0,0.0
16322,0.9684,0.0,0.0,0.0,0.0316,0.0
16323,0.9494,0.0182,0.0045,0.0018,0.0149,0.0113
16326,0.9974,0.0,0.0,0.0,0.0,0.0026
16327,0.9785,0.0034,0.0037,0.0003,0.0097,0.0044
16328,0.9625,0.0,0.0125,0.0125,0.0125,0.0
16329,0.9792,0.0,0.0057,0.0038,0.0114,0.0
16331,0.9773,0.0,0.0,0.0,0.0114,0.0114
16332,0.9623,0.0,0.0,0.0377,0.0,0.0
16333,0.9917,0.0,0.0,0.0,0.0083,0.0
16334,0.997,0.0,0.003,0.0,0.0,0.0
16335,0.9293,0.0308,0.0088,0.0018,0.0169,0.0124
16340,0.9925,0.001,0.0015,0.001,0.003,0.001
16341,0.9837,0.001,0.0064,0.0,0.0049,0.0039
16342,0.9693,0.0154,0.0022,0.0009,0.0057,0.0066
16343,0.98,0.0134,0.0,0.0022,0.0045,0.0
16344,0.9924,0.0,0.0,0.0,0.0019,0.0057
16345,0.9769,0.0028,0.0045,0.0023,0.0076,0.0059
16346,0.9726,0.0031,0.0065,0.0012,0.0095,0.0071
16347,0.9853,0.0009,0.0018,0.0018,0.0058,0.0045
16350,0.97,0.0026,0.0069,0.0022,0.0113,0.0069
16351,0.9825,0.0006,0.0017,0.0,0.0087,0.0064
16352,0.9878,0.0,0.0,0.0,0.0,0.0122
16353,0.9788,0.0009,0.0009,0.0021,0.0084,0.009000000000000001
16354,0.9693,0.0094,0.0051,0.0018,0.0058,0.0085
16360,0.9863,0.0007,0.0022,0.0,0.0072,0.0036
16361,0.9434,0.0,0.0,0.0,0.0,0.0566
16362,0.98,0.0054,0.0009,0.0018,0.0054,0.0064
16364,0.9837,0.0007,0.0007,0.003,0.0082,0.0037
16365,0.972,0.0049,0.0052,0.0023,0.0078,0.0079
16370,0.9832,0.0,0.0056,0.0028,0.0056,0.0028
16371,0.9822,0.0028,0.0009,0.0006,0.0058,0.0077
16372,0.9679,0.0,0.012,0.004,0.006,0.01
16373,0.9538,0.0245,0.0043,0.002,0.0088,0.0066
16374,0.9786,0.0015,0.0025,0.001,0.0076,0.0086
16401,0.7862,0.162,0.0038,0.0032,0.0055,0.0394
16402,0.977,0.0031,0.001,0.001,0.0042,0.0136
16403,0.9178,0.0499,0.0024,0.0021,0.0083,0.0195
16404,0.9838,0.0018,0.0009,0.0031,0.0052,0.0052
16405,0.9783,0.0011,0.0043,0.0,0.0087,0.0076
16406,0.9746,0.0066,0.0011,0.002,0.0077,0.008
16407,0.9738,0.0034,0.003,0.0018,0.0112,0.0067
16410,0.9763,0.0005,0.0038,0.0016,0.0102,0.0076
16411,0.9796,0.0041,0.002,0.0007,0.0048,0.0088
16412,0.9567,0.0177,0.0064,0.0013,0.0092,0.0087
16415,0.9611,0.005,0.012,0.0006,0.0067,0.0146
16416,0.9901,0.0,0.0099,0.0,0.0,0.0
16417,0.9713,0.0037,0.0044,0.0023,0.0101,0.0082
16420,0.98,0.0,0.0,0.0,0.0046,0.0154
16421,0.975,0.0095,0.0048,0.0,0.0068,0.004
16422,0.9576,0.0025,0.0,0.0025,0.02,0.0175
16423,0.9644,0.0068,0.0018,0.002,0.0122,0.0128
16424,0.9814,0.0017,0.0019,0.0038,0.0066,0.0045
16426,0.9799,0.0043,0.0013,0.0008,0.0078,0.0059
16427,0.9845,0.0052,0.0,0.0,0.0104,0.0
16428,0.9628,0.0091,0.003,0.0009,0.0083,0.0158
16433,0.9727,0.0097,0.0028,0.0006,0.0091,0.0052
16434,0.9853,0.0023,0.0,0.0013,0.0064,0.0047
16435,0.9734,0.0057,0.0019,0.0005,0.0133,0.0052
16436,0.9683,0.0026,0.0,0.0,0.0079,0.0212
16438,0.9771,0.0028,0.0031,0.0012,0.0068,0.0089
16440,0.9888,0.0022,0.0,0.0022,0.0056,0.0011
16441,0.9783,0.0042,0.0037,0.0017,0.0066,0.0055
16442,0.9821,0.0017,0.0017,0.0014,0.0071,0.0061
16443,0.9663,0.0056,0.0007,0.0014,0.0161,0.0098
16444,0.863,0.0857,0.0082,0.0017,0.0198,0.0216
16501,0.752,0.1627,0.0147,0.0029,0.0196,0.048
16502,0.7299,0.1304,0.0113,0.0031,0.046,0.0795
16503,0.4404,0.3512,0.0344,0.0026,0.0466,0.1248
16504,0.8106,0.108,0.0124,0.0017,0.0231,0.0442
16505,0.9495,0.0106,0.0072,0.0015,0.0107,0.0205
16506,0.9379,0.0121,0.0201,0.0009,0.012,0.017
16507,0.6356,0.2282,0.0134,0.0025,0.0405,0.0798
16508,0.8879,0.0432,0.009000000000000001,0.0015,0.0207,0.0377
16509,0.9375,0.0182,0.0163,0.0015,0.0109,0.0155
16510,0.8414,0.0941,0.0092,0.0012,0.0157,0.0385
16511,0.8785,0.0653,0.0046,0.001,0.0124,0.0382
16546,0.9115,0.0573,0.0078,0.0026,0.0069,0.0139
16563,0.8944,0.0315,0.0321,0.0012,0.0204,0.0204
16601,0.9376,0.03,0.0049,0.0017,0.0138,0.012
16602,0.9446,0.0218,0.0052,0.0006,0.0162,0.0115
16611,0.9759,0.0012,0.0008,0.0021,0.0083,0.0116
16613,0.9798,0.002,0.0007,0.0007,0.0033,0.0137
16616,1.0,0.0,0.0,0.0,0.0,0.0
16617,0.9779,0.0036,0.0025,0.0011,0.0068,0.0082
16619,0.9798,0.0058,0.0029,0.0,0.0115,0.0
16620,0.9758,0.0024,0.0,0.0,0.0,0.0217
16621,0.9742,0.0,0.0014,0.0,0.0122,0.0122
16622,0.9943,0.0057,0.0,0.0,0.0,0.0
16623,0.9929,0.0018,0.0,0.0,0.0053,0.0
16624,1.0,0.0,0.0,0.0,0.0,0.0
16625,0.9778,0.0031,0.0013,0.0005,0.0127,0.0047
16627,0.9881,0.0009,0.0004,0.0,0.0057,0.0048
16630,0.9713,0.0124,0.0033,0.0006,0.0047,0.0077
16631,0.9889,0.0,0.0111,0.0,0.0,0.0
16633,0.985,0.005,0.0,0.0,0.01,0.0
16634,0.9967,0.0033,0.0,0.0,0.0,0.0
16635,0.9683,0.0064,0.0079,0.0004,0.0098,0.0072
16636,0.9892,0.0054,0.0,0.0,0.0054,0.0
16637,0.9795,0.008,0.0021,0.0003,0.0066,0.0035
16638,0.9851,0.0,0.0149,0.0,0.0,0.0
16639,0.99,0.0027,0.0,0.002,0.004,0.0013
16640,0.9767,0.0012,0.0037,0.0024,0.0098,0.0061
16641,0.9788,0.0039,0.0023,0.0,0.0042,0.0108
16645,1.0,0.0,0.0,0.0,0.0,0.0
16646,0.9875,0.0016,0.0016,0.0012,0.0039,0.0043
16647,0.9935,0.0026,0.0,0.0,0.0,0.0039
16648,0.9605,0.0102,0.0145,0.0003,0.006999999999999999,0.0074
16650,0.9789,0.001,0.001,0.001,0.0088,0.0093
16651,0.7567,0.1958,0.0012,0.0007,0.0033,0.0424
16652,0.8442,0.1133,0.0078,0.0006,0.0068,0.0272
16655,0.9887,0.0013,0.0013,0.0,0.0063,0.0025
16656,0.9846,0.0,0.0023,0.0,0.0116,0.0015
16657,0.9679,0.0097,0.003,0.0015,0.0052,0.0127
16659,0.9868,0.0066,0.0,0.0,0.0066,0.0
16661,0.9853,0.0032,0.0021,0.0,0.0021,0.0074
16662,0.9758,0.0028,0.0007,0.0007,0.0055,0.0146
16664,0.9872,0.0033,0.0024,0.001,0.0052,0.001
16665,0.9666,0.0033,0.0,0.0,0.0201,0.01
16666,0.9824,0.0014,0.0017,0.0003,0.0068,0.0074
16667,0.9899,0.0029,0.0007,0.0007,0.0043,0.0014
16668,0.9868,0.0017,0.0014,0.0008,0.002,0.0073
16669,0.983,0.0026,0.0021,0.0004,0.003,0.0089
16670,1.0,0.0,0.0,0.0,0.0,0.0
16671,0.996,0.0,0.0,0.0,0.0,0.004
16672,0.9786,0.0,0.0,0.0,0.0214,0.0
16673,0.9822,0.0031,0.0033,0.0002,0.0071,0.0042
16674,0.981,0.0014,0.0041,0.0014,0.0082,0.0041
16677,0.9958,0.0,0.0,0.0,0.0,0.0042
16678,0.9814,0.0019,0.0004,0.0011,0.0056,0.0097
16679,0.9775,0.0047,0.0012,0.0,0.013,0.0036
16680,0.993,0.0,0.0047,0.0,0.0023,0.0
16682,0.9915,0.0,0.0,0.0,0.0,0.0085
16683,0.9686,0.0026,0.0,0.0026,0.0079,0.0183
16685,0.988,0.0,0.0,0.0,0.008,0.004
16686,0.9763,0.0056,0.0022,0.0017,0.0067,0.0076
16689,0.9848,0.0022,0.0,0.0,0.0043,0.0087
16691,0.9554,0.0,0.0,0.0,0.0127,0.0318
16692,0.9894,0.0013,0.0027,0.0,0.0053,0.0013
16693,0.9754,0.0033,0.0022,0.001,0.0076,0.0105
16694,0.9961,0.0039,0.0,0.0,0.0,0.0
16695,0.975,0.0025,0.0,0.0017,0.0025,0.0184
16699,0.4986,0.391,0.0014,0.0,0.0,0.109
16701,0.9608,0.0093,0.0074,0.0027,0.0086,0.0113
16720,0.9892,0.0,0.0014,0.0,0.0065,0.0029
16724,0.986,0.0,0.0,0.006999999999999999,0.006999999999999999,0.0
16725,0.994,0.0,0.0,0.0,0.0,0.006
16726,0.9908,0.0,0.0037,0.0,0.0,0.0055
16727,0.981,0.0,0.0047,0.0,0.0142,0.0
16728,1.0,0.0,0.0,0.0,0.0,0.0
16729,0.9816,0.0013,0.0026,0.0013,0.0092,0.0039
16730,1.0,0.0,0.0,0.0,0.0,0.0
16731,0.9705,0.0007,0.0021,0.0025,0.0128,0.0114
16732,0.9898,0.0,0.0034,0.0,0.0034,0.0034
16733,0.982,0.0,0.009000000000000001,0.0,0.009000000000000001,0.0
16734,0.9965,0.0,0.0,0.0,0.0035,0.0
16735,0.9808,0.0021,0.0032,0.0014,0.0079,0.0046
16738,0.5438,0.2977,0.0022,0.0011,0.0075,0.1477
16740,0.9826,0.0,0.0,0.0029,0.0058,0.0087
16743,0.9805,0.0015,0.0013,0.0015,0.0079,0.0074
16744,0.9729,0.0,0.0,0.0,0.0151,0.012
16745,0.9755,0.0016,0.0016,0.0033,0.0098,0.0082
16746,0.9771,0.0024,0.0,0.0008,0.0032,0.0166
16748,0.9773,0.001,0.002,0.0017,0.006999999999999999,0.011
16749,0.978,0.0044,0.0025,0.0007,0.0051,0.0093
16750,0.9688,0.0048,0.0048,0.0,0.0144,0.0072
16801,0.8408,0.0245,0.0884,0.0011,0.0162,0.029
16802,0.7708,0.0599,0.0898,0.0008,0.0221,0.0566
16803,0.7812,0.053,0.1103,0.0004,0.02,0.0351
16820,0.9918,0.0008,0.0008,0.0008,0.0016,0.0041
16821,0.9937,0.0031,0.0,0.0,0.0,0.0031
